index,cell,cell_ontology_class,mouse.id
O3_B003022_B008546_S339.mm10-plus-7-0,O3_B003022,mesenchymal stem cell of adipose,18_45_M
O4_B003022_B008546_S340.mm10-plus-7-0,O4_B003022,mesenchymal stem cell of adipose,18_45_M
O5_B003022_B008546_S341.mm10-plus-7-0,O5_B003022,mesenchymal stem cell of adipose,18_45_M
O6_B003022_B008546_S342.mm10-plus-7-0,O6_B003022,mesenchymal stem cell of adipose,18_45_M
O7_B003022_B008546_S343.mm10-plus-7-0,O7_B003022,mesenchymal stem cell of adipose,18_45_M
O8_B003022_B008546_S344.mm10-plus-7-0,O8_B003022,mesenchymal stem cell of adipose,18_45_M
O9_B003022_B008546_S345.mm10-plus-7-0,O9_B003022,B cell,18_45_M
P10_B003022_B008546_S370.mm10-plus-7-0,P10_B003022,B cell,18_45_M
P11_B003022_B008546_S371.mm10-plus-7-0,P11_B003022,macrophage,18_45_M
P12_B003022_B008546_S372.mm10-plus-7-0,P12_B003022,T cell,18_45_M
P13_B003022_B008546_S373.mm10-plus-7-0,P13_B003022,myeloid cell,18_45_M
P14_B003022_B008546_S374.mm10-plus-7-0,P14_B003022,B cell,18_45_M
P15_B003022_B008546_S375.mm10-plus-7-0,P15_B003022,myeloid cell,18_45_M
P16_B003022_B008546_S376.mm10-plus-7-0,P16_B003022,B cell,18_45_M
P18_B003022_B008546_S378.mm10-plus-7-0,P18_B003022,mesenchymal stem cell of adipose,18_45_M
P19_B003022_B008546_S379.mm10-plus-7-0,P19_B003022,endothelial cell,18_45_M
P1_B003022_B008546_S361.mm10-plus-7-0,P1_B003022,mesenchymal stem cell of adipose,18_45_M
P20_B003022_B008546_S380.mm10-plus-7-0,P20_B003022,endothelial cell,18_45_M
P22_B003022_B008546_S382.mm10-plus-7-0,P22_B003022,endothelial cell,18_45_M
P3_B003022_B008546_S363.mm10-plus-7-0,P3_B003022,mesenchymal stem cell of adipose,18_45_M
P4_B003022_B008546_S364.mm10-plus-7-0,P4_B003022,mesenchymal stem cell of adipose,18_45_M
P5_B003022_B008546_S365.mm10-plus-7-0,P5_B003022,mesenchymal stem cell of adipose,18_45_M
P6_B003022_B008546_S366.mm10-plus-7-0,P6_B003022,mesenchymal stem cell of adipose,18_45_M
P7_B003022_B008546_S367.mm10-plus-7-0,P7_B003022,mesenchymal stem cell of adipose,18_45_M
P8_B003022_B008546_S368.mm10-plus-7-0,P8_B003022,mesenchymal stem cell of adipose,18_45_M
P9_B003022_B008546_S369.mm10-plus-7-0,P9_B003022,macrophage,18_45_M
A10_B000333_S154_L004.mus-0-0-1,A10_B000333,"CD4-positive, alpha-beta T cell",24_60_M
A11_B000333_S155_L004.mus-0-0-1,A11_B000333,T cell,24_60_M
A12_B000333_S156_L004.mus-0-0-1,A12_B000333,macrophage,24_60_M
A16_B000333_S160_L004.mus-0-0-1,A16_B000333,"CD8-positive, alpha-beta T cell",24_60_M
A20_B000333_S164_L004.mus-0-0-1,A20_B000333,endothelial cell,24_60_M
A2_B000333_S146_L004.mus-0-0-1,A2_B000333,mesenchymal stem cell of adipose,24_60_M
A5_B000333_S149_L004.mus-0-0-1,A5_B000333,mesenchymal stem cell of adipose,24_60_M
A6_B000333_S150_L004.mus-0-0-1,A6_B000333,mesenchymal stem cell of adipose,24_60_M
A7_B000333_S151_L004.mus-0-0-1,A7_B000333,mesenchymal stem cell of adipose,24_60_M
A8_B000333_S152_L004.mus-0-0-1,A8_B000333,mesenchymal stem cell of adipose,24_60_M
B10_B000333_S178_L004.mus-0-0-1,B10_B000333,myeloid cell,24_60_M
B12_B000333_S180_L004.mus-0-0-1,B12_B000333,"CD8-positive, alpha-beta T cell",24_60_M
B16_B000333_S184_L004.mus-0-0-1,B16_B000333,macrophage,24_60_M
B20_B000333_S188_L004.mus-0-0-1,B20_B000333,endothelial cell,24_60_M
B5_B000333_S173_L004.mus-0-0-1,B5_B000333,mesenchymal stem cell of adipose,24_60_M
B6_B000333_S174_L004.mus-0-0-1,B6_B000333,mesenchymal stem cell of adipose,24_60_M
B7_B000333_S175_L004.mus-0-0-1,B7_B000333,mesenchymal stem cell of adipose,24_60_M
B8_B000333_S176_L004.mus-0-0-1,B8_B000333,mesenchymal stem cell of adipose,24_60_M
B9_B000333_S177_L004.mus-0-0-1,B9_B000333,"CD8-positive, alpha-beta T cell",24_60_M
C10_B000333_S202_L004.mus-0-0-1,C10_B000333,macrophage,24_60_M
C12_B000333_S204_L004.mus-0-0-1,C12_B000333,T cell,24_60_M
C13_B000333_S205_L004.mus-0-0-1,C13_B000333,T cell,24_60_M
C14_B000333_S206_L004.mus-0-0-1,C14_B000333,B cell,24_60_M
C15_B000333_S207_L004.mus-0-0-1,C15_B000333,myeloid cell,24_60_M
C16_B000333_S208_L004.mus-0-0-1,C16_B000333,T cell,24_60_M
C1_B000333_S193_L004.mus-0-0-1,C1_B000333,mesenchymal stem cell of adipose,24_60_M
C2_B000333_S194_L004.mus-0-0-1,C2_B000333,mesenchymal stem cell of adipose,24_60_M
C3_B000333_S195_L004.mus-0-0-1,C3_B000333,mesenchymal stem cell of adipose,24_60_M
C4_B000333_S196_L004.mus-0-0-1,C4_B000333,mesenchymal stem cell of adipose,24_60_M
C5_B000333_S197_L004.mus-0-0-1,C5_B000333,mesenchymal stem cell of adipose,24_60_M
C6_B000333_S198_L004.mus-0-0-1,C6_B000333,mesenchymal stem cell of adipose,24_60_M
C7_B000333_S199_L004.mus-0-0-1,C7_B000333,mesenchymal stem cell of adipose,24_60_M
C8_B000333_S200_L004.mus-0-0-1,C8_B000333,mesenchymal stem cell of adipose,24_60_M
C9_B000333_S201_L004.mus-0-0-1,C9_B000333,macrophage,24_60_M
D10_B000333_S226_L004.mus-0-0-1,D10_B000333,T cell,24_60_M
D11_B000333_S227_L004.mus-0-0-1,D11_B000333,macrophage,24_60_M
D12_B000333_S228_L004.mus-0-0-1,D12_B000333,macrophage,24_60_M
D13_B000333_S229_L004.mus-0-0-1,D13_B000333,B cell,24_60_M
D16_B000333_S232_L004.mus-0-0-1,D16_B000333,NK cell,24_60_M
D18_B000333_S234_L004.mus-0-0-1,D18_B000333,endothelial cell,24_60_M
D1_B000333_S217_L004.mus-0-0-1,D1_B000333,mesenchymal stem cell of adipose,24_60_M
D4_B000333_S220_L004.mus-0-0-1,D4_B000333,mesenchymal stem cell of adipose,24_60_M
D5_B000333_S221_L004.mus-0-0-1,D5_B000333,mesenchymal stem cell of adipose,24_60_M
D6_B000333_S222_L004.mus-0-0-1,D6_B000333,mesenchymal stem cell of adipose,24_60_M
D7_B000333_S223_L004.mus-0-0-1,D7_B000333,mesenchymal stem cell of adipose,24_60_M
D8_B000333_S224_L004.mus-0-0-1,D8_B000333,mesenchymal stem cell of adipose,24_60_M
D9_B000333_S225_L004.mus-0-0-1,D9_B000333,T cell,24_60_M
E10_B000333_S250_L004.mus-0-0-1,E10_B000333,T cell,24_60_M
E11_B000333_S251_L004.mus-0-0-1,E11_B000333,myeloid cell,24_60_M
E12_B000333_S252_L004.mus-0-0-1,E12_B000333,T cell,24_60_M
E14_B000333_S254_L004.mus-0-0-1,E14_B000333,"CD8-positive, alpha-beta T cell",24_60_M
E16_B000333_S256_L004.mus-0-0-1,E16_B000333,T cell,24_60_M
E2_B000333_S242_L004.mus-0-0-1,E2_B000333,mesenchymal stem cell of adipose,24_60_M
E3_B000333_S243_L004.mus-0-0-1,E3_B000333,mesenchymal stem cell of adipose,24_60_M
E4_B000333_S244_L004.mus-0-0-1,E4_B000333,mesenchymal stem cell of adipose,24_60_M
E5_B000333_S245_L004.mus-0-0-1,E5_B000333,mesenchymal stem cell of adipose,24_60_M
E6_B000333_S246_L004.mus-0-0-1,E6_B000333,mesenchymal stem cell of adipose,24_60_M
E7_B000333_S247_L004.mus-0-0-1,E7_B000333,mesenchymal stem cell of adipose,24_60_M
E8_B000333_S248_L004.mus-0-0-1,E8_B000333,mesenchymal stem cell of adipose,24_60_M
E9_B000333_S249_L004.mus-0-0-1,E9_B000333,myeloid cell,24_60_M
F12_B000333_S276_L004.mus-0-0-1,F12_B000333,B cell,24_60_M
F13_B000333_S277_L004.mus-0-0-1,F13_B000333,myeloid cell,24_60_M
F14_B000333_S278_L004.mus-0-0-1,F14_B000333,myeloid cell,24_60_M
F1_B000333_S265_L004.mus-0-0-1,F1_B000333,mesenchymal stem cell of adipose,24_60_M
F21_B000333_S285_L004.mus-0-0-1,F21_B000333,mesenchymal stem cell of adipose,24_60_M
F22_B000333_S286_L004.mus-0-0-1,F22_B000333,mesenchymal stem cell of adipose,24_60_M
F2_B000333_S266_L004.mus-0-0-1,F2_B000333,mesenchymal stem cell of adipose,24_60_M
F3_B000333_S267_L004.mus-0-0-1,F3_B000333,mesenchymal stem cell of adipose,24_60_M
F4_B000333_S268_L004.mus-0-0-1,F4_B000333,mesenchymal stem cell of adipose,24_60_M
F5_B000333_S269_L004.mus-0-0-1,F5_B000333,mesenchymal stem cell of adipose,24_60_M
F6_B000333_S270_L004.mus-0-0-1,F6_B000333,mesenchymal stem cell of adipose,24_60_M
F7_B000333_S271_L004.mus-0-0-1,F7_B000333,mesenchymal stem cell of adipose,24_60_M
F8_B000333_S272_L004.mus-0-0-1,F8_B000333,mesenchymal stem cell of adipose,24_60_M
F9_B000333_S273_L004.mus-0-0-1,F9_B000333,myeloid cell,24_60_M
G11_B000333_S299_L004.mus-0-0-1,G11_B000333,"CD8-positive, alpha-beta T cell",24_60_M
G12_B000333_S300_L004.mus-0-0-1,G12_B000333,B cell,24_60_M
G13_B000333_S1_L004.mus-0-0-1,G13_B000333,"CD8-positive, alpha-beta T cell",24_60_M
G15_B000333_S3_L004.mus-0-0-1,G15_B000333,T cell,24_60_M
G16_B000333_S4_L004.mus-0-0-1,G16_B000333,T cell,24_60_M
G1_B000333_S289_L004.mus-0-0-1,G1_B000333,mesenchymal stem cell of adipose,24_60_M
G2_B000333_S290_L004.mus-0-0-1,G2_B000333,mesenchymal stem cell of adipose,24_60_M
G4_B000333_S292_L004.mus-0-0-1,G4_B000333,mesenchymal stem cell of adipose,24_60_M
G5_B000333_S293_L004.mus-0-0-1,G5_B000333,mesenchymal stem cell of adipose,24_60_M
G6_B000333_S294_L004.mus-0-0-1,G6_B000333,mesenchymal stem cell of adipose,24_60_M
G7_B000333_S295_L004.mus-0-0-1,G7_B000333,mesenchymal stem cell of adipose,24_60_M
G8_B000333_S296_L004.mus-0-0-1,G8_B000333,mesenchymal stem cell of adipose,24_60_M
G9_B000333_S297_L004.mus-0-0-1,G9_B000333,B cell,24_60_M
H11_B000333_S23_L004.mus-0-0-1,H11_B000333,macrophage,24_60_M
H12_B000333_S24_L004.mus-0-0-1,H12_B000333,"CD8-positive, alpha-beta T cell",24_60_M
H14_B000333_S26_L004.mus-0-0-1,H14_B000333,"CD8-positive, alpha-beta T cell",24_60_M
H15_B000333_S27_L004.mus-0-0-1,H15_B000333,B cell,24_60_M
H16_B000333_S28_L004.mus-0-0-1,H16_B000333,myeloid cell,24_60_M
H1_B000333_S13_L004.mus-0-0-1,H1_B000333,mesenchymal stem cell of adipose,24_60_M
H22_B000333_S34_L004.mus-0-0-1,H22_B000333,mesenchymal stem cell of adipose,24_60_M
H2_B000333_S14_L004.mus-0-0-1,H2_B000333,mesenchymal stem cell of adipose,24_60_M
H4_B000333_S16_L004.mus-0-0-1,H4_B000333,mesenchymal stem cell of adipose,24_60_M
H5_B000333_S17_L004.mus-0-0-1,H5_B000333,mesenchymal stem cell of adipose,24_60_M
H6_B000333_S18_L004.mus-0-0-1,H6_B000333,mesenchymal stem cell of adipose,24_60_M
H7_B000333_S19_L004.mus-0-0-1,H7_B000333,mesenchymal stem cell of adipose,24_60_M
H8_B000333_S20_L004.mus-0-0-1,H8_B000333,mesenchymal stem cell of adipose,24_60_M
H9_B000333_S21_L004.mus-0-0-1,H9_B000333,epithelial cell,24_60_M
I10_B000333_S46_L004.mus-0-0-1,I10_B000333,myeloid cell,24_60_M
I12_B000333_S48_L004.mus-0-0-1,I12_B000333,B cell,24_60_M
I14_B000333_S50_L004.mus-0-0-1,I14_B000333,macrophage,24_60_M
I15_B000333_S51_L004.mus-0-0-1,I15_B000333,B cell,24_60_M
I16_B000333_S52_L004.mus-0-0-1,I16_B000333,NK cell,24_60_M
I19_B000333_S55_L004.mus-0-0-1,I19_B000333,mesenchymal stem cell of adipose,24_60_M
I1_B000333_S37_L004.mus-0-0-1,I1_B000333,mesenchymal stem cell of adipose,24_60_M
I2_B000333_S38_L004.mus-0-0-1,I2_B000333,mesenchymal stem cell of adipose,24_60_M
I3_B000333_S39_L004.mus-0-0-1,I3_B000333,mesenchymal stem cell of adipose,24_60_M
I4_B000333_S40_L004.mus-0-0-1,I4_B000333,mesenchymal stem cell of adipose,24_60_M
I5_B000333_S41_L004.mus-0-0-1,I5_B000333,mesenchymal stem cell of adipose,24_60_M
I7_B000333_S43_L004.mus-0-0-1,I7_B000333,mesenchymal stem cell of adipose,24_60_M
I9_B000333_S45_L004.mus-0-0-1,I9_B000333,myeloid cell,24_60_M
J10_B000333_S70_L004.mus-0-0-1,J10_B000333,B cell,24_60_M
J11_B000333_S71_L004.mus-0-0-1,J11_B000333,B cell,24_60_M
J14_B000333_S74_L004.mus-0-0-1,J14_B000333,T cell,24_60_M
J17_B000333_S77_L004.mus-0-0-1,J17_B000333,mesenchymal stem cell of adipose,24_60_M
J1_B000333_S61_L004.mus-0-0-1,J1_B000333,mesenchymal stem cell of adipose,24_60_M
J2_B000333_S62_L004.mus-0-0-1,J2_B000333,mesenchymal stem cell of adipose,24_60_M
J3_B000333_S63_L004.mus-0-0-1,J3_B000333,mesenchymal stem cell of adipose,24_60_M
J4_B000333_S64_L004.mus-0-0-1,J4_B000333,mesenchymal stem cell of adipose,24_60_M
J5_B000333_S65_L004.mus-0-0-1,J5_B000333,mesenchymal stem cell of adipose,24_60_M
J6_B000333_S66_L004.mus-0-0-1,J6_B000333,mesenchymal stem cell of adipose,24_60_M
J7_B000333_S67_L004.mus-0-0-1,J7_B000333,mesenchymal stem cell of adipose,24_60_M
J8_B000333_S68_L004.mus-0-0-1,J8_B000333,mesenchymal stem cell of adipose,24_60_M
J9_B000333_S69_L004.mus-0-0-1,J9_B000333,macrophage,24_60_M
K10_B000333_S94_L004.mus-0-0-1,K10_B000333,macrophage,24_60_M
K12_B000333_S96_L004.mus-0-0-1,K12_B000333,"CD8-positive, alpha-beta T cell",24_60_M
K13_B000333_S97_L004.mus-0-0-1,K13_B000333,T cell,24_60_M
K15_B000333_S99_L004.mus-0-0-1,K15_B000333,T cell,24_60_M
K1_B000333_S85_L004.mus-0-0-1,K1_B000333,mesenchymal stem cell of adipose,24_60_M
K2_B000333_S86_L004.mus-0-0-1,K2_B000333,mesenchymal stem cell of adipose,24_60_M
K3_B000333_S87_L004.mus-0-0-1,K3_B000333,mesenchymal stem cell of adipose,24_60_M
K4_B000333_S88_L004.mus-0-0-1,K4_B000333,mesenchymal stem cell of adipose,24_60_M
K5_B000333_S89_L004.mus-0-0-1,K5_B000333,mesenchymal stem cell of adipose,24_60_M
K6_B000333_S90_L004.mus-0-0-1,K6_B000333,mesenchymal stem cell of adipose,24_60_M
K7_B000333_S91_L004.mus-0-0-1,K7_B000333,mesenchymal stem cell of adipose,24_60_M
K8_B000333_S92_L004.mus-0-0-1,K8_B000333,mesenchymal stem cell of adipose,24_60_M
K9_B000333_S93_L004.mus-0-0-1,K9_B000333,T cell,24_60_M
L10_B000333_S118_L004.mus-0-0-1,L10_B000333,macrophage,24_60_M
L13_B000333_S121_L004.mus-0-0-1,L13_B000333,macrophage,24_60_M
L14_B000333_S122_L004.mus-0-0-1,L14_B000333,macrophage,24_60_M
L16_B000333_S124_L004.mus-0-0-1,L16_B000333,"CD4-positive, alpha-beta T cell",24_60_M
L2_B000333_S110_L004.mus-0-0-1,L2_B000333,mesenchymal stem cell of adipose,24_60_M
L3_B000333_S111_L004.mus-0-0-1,L3_B000333,mesenchymal stem cell of adipose,24_60_M
L5_B000333_S113_L004.mus-0-0-1,L5_B000333,mesenchymal stem cell of adipose,24_60_M
L6_B000333_S114_L004.mus-0-0-1,L6_B000333,mesenchymal stem cell of adipose,24_60_M
M10_B000333_S142_L004.mus-0-0-1,M10_B000333,T cell,24_60_M
M11_B000333_S143_L004.mus-0-0-1,M11_B000333,myeloid cell,24_60_M
M12_B000333_S144_L004.mus-0-0-1,M12_B000333,B cell,24_60_M
M13_B000333_S145_L004.mus-0-0-1,M13_B000333,macrophage,24_60_M
M14_B000333_S146_L004.mus-0-0-1,M14_B000333,myeloid cell,24_60_M
M15_B000333_S147_L004.mus-0-0-1,M15_B000333,"CD4-positive, alpha-beta T cell",24_60_M
M16_B000333_S148_L004.mus-0-0-1,M16_B000333,T cell,24_60_M
M17_B000333_S149_L004.mus-0-0-1,M17_B000333,endothelial cell,24_60_M
M1_B000333_S133_L004.mus-0-0-1,M1_B000333,mesenchymal stem cell of adipose,24_60_M
M20_B000333_S152_L004.mus-0-0-1,M20_B000333,mesenchymal stem cell of adipose,24_60_M
M21_B000333_S153_L004.mus-0-0-1,M21_B000333,endothelial cell,24_60_M
M2_B000333_S134_L004.mus-0-0-1,M2_B000333,mesenchymal stem cell of adipose,24_60_M
M3_B000333_S135_L004.mus-0-0-1,M3_B000333,mesenchymal stem cell of adipose,24_60_M
M5_B000333_S137_L004.mus-0-0-1,M5_B000333,mesenchymal stem cell of adipose,24_60_M
M6_B000333_S138_L004.mus-0-0-1,M6_B000333,mesenchymal stem cell of adipose,24_60_M
M7_B000333_S139_L004.mus-0-0-1,M7_B000333,mesenchymal stem cell of adipose,24_60_M
M9_B000333_S141_L004.mus-0-0-1,M9_B000333,macrophage,24_60_M
N11_B000333_S167_L004.mus-0-0-1,N11_B000333,macrophage,24_60_M
N12_B000333_S168_L004.mus-0-0-1,N12_B000333,macrophage,24_60_M
N13_B000333_S169_L004.mus-0-0-1,N13_B000333,"CD8-positive, alpha-beta T cell",24_60_M
N14_B000333_S170_L004.mus-0-0-1,N14_B000333,"CD8-positive, alpha-beta T cell",24_60_M
N15_B000333_S171_L004.mus-0-0-1,N15_B000333,myeloid cell,24_60_M
N16_B000333_S172_L004.mus-0-0-1,N16_B000333,"CD8-positive, alpha-beta T cell",24_60_M
N18_B000333_S174_L004.mus-0-0-1,N18_B000333,endothelial cell,24_60_M
N19_B000333_S175_L004.mus-0-0-1,N19_B000333,endothelial cell,24_60_M
N1_B000333_S157_L004.mus-0-0-1,N1_B000333,mesenchymal stem cell of adipose,24_60_M
N22_B000333_S178_L004.mus-0-0-1,N22_B000333,mesenchymal stem cell of adipose,24_60_M
N2_B000333_S158_L004.mus-0-0-1,N2_B000333,mesenchymal stem cell of adipose,24_60_M
N3_B000333_S159_L004.mus-0-0-1,N3_B000333,mesenchymal stem cell of adipose,24_60_M
N4_B000333_S160_L004.mus-0-0-1,N4_B000333,mesenchymal stem cell of adipose,24_60_M
N5_B000333_S161_L004.mus-0-0-1,N5_B000333,mesenchymal stem cell of adipose,24_60_M
N6_B000333_S162_L004.mus-0-0-1,N6_B000333,mesenchymal stem cell of adipose,24_60_M
N7_B000333_S163_L004.mus-0-0-1,N7_B000333,mesenchymal stem cell of adipose,24_60_M
O10_B000333_S190_L004.mus-0-0-1,O10_B000333,T cell,24_60_M
O12_B000333_S192_L004.mus-0-0-1,O12_B000333,"CD4-positive, alpha-beta T cell",24_60_M
O13_B000333_S193_L004.mus-0-0-1,O13_B000333,"CD4-positive, alpha-beta T cell",24_60_M
O14_B000333_S194_L004.mus-0-0-1,O14_B000333,myeloid cell,24_60_M
O16_B000333_S196_L004.mus-0-0-1,O16_B000333,T cell,24_60_M
O17_B000333_S197_L004.mus-0-0-1,O17_B000333,mesenchymal stem cell of adipose,24_60_M
O18_B000333_S198_L004.mus-0-0-1,O18_B000333,endothelial cell,24_60_M
O1_B000333_S181_L004.mus-0-0-1,O1_B000333,mesenchymal stem cell of adipose,24_60_M
O2_B000333_S182_L004.mus-0-0-1,O2_B000333,mesenchymal stem cell of adipose,24_60_M
O3_B000333_S183_L004.mus-0-0-1,O3_B000333,mesenchymal stem cell of adipose,24_60_M
O4_B000333_S184_L004.mus-0-0-1,O4_B000333,mesenchymal stem cell of adipose,24_60_M
O5_B000333_S185_L004.mus-0-0-1,O5_B000333,mesenchymal stem cell of adipose,24_60_M
O6_B000333_S186_L004.mus-0-0-1,O6_B000333,mesenchymal stem cell of adipose,24_60_M
O7_B000333_S187_L004.mus-0-0-1,O7_B000333,mesenchymal stem cell of adipose,24_60_M
O8_B000333_S188_L004.mus-0-0-1,O8_B000333,mesenchymal stem cell of adipose,24_60_M
O9_B000333_S189_L004.mus-0-0-1,O9_B000333,T cell,24_60_M
P10_B000333_S214_L004.mus-0-0-1,P10_B000333,myeloid cell,24_60_M
P11_B000333_S215_L004.mus-0-0-1,P11_B000333,"CD8-positive, alpha-beta T cell",24_60_M
P13_B000333_S217_L004.mus-0-0-1,P13_B000333,myeloid cell,24_60_M
P14_B000333_S218_L004.mus-0-0-1,P14_B000333,B cell,24_60_M
P15_B000333_S219_L004.mus-0-0-1,P15_B000333,macrophage,24_60_M
P1_B000333_S205_L004.mus-0-0-1,P1_B000333,mesenchymal stem cell of adipose,24_60_M
P2_B000333_S206_L004.mus-0-0-1,P2_B000333,mesenchymal stem cell of adipose,24_60_M
P3_B000333_S207_L004.mus-0-0-1,P3_B000333,mesenchymal stem cell of adipose,24_60_M
P4_B000333_S208_L004.mus-0-0-1,P4_B000333,mesenchymal stem cell of adipose,24_60_M
P5_B000333_S209_L004.mus-0-0-1,P5_B000333,mesenchymal stem cell of adipose,24_60_M
P6_B000333_S210_L004.mus-0-0-1,P6_B000333,mesenchymal stem cell of adipose,24_60_M
P7_B000333_S211_L004.mus-0-0-1,P7_B000333,mesenchymal stem cell of adipose,24_60_M
P8_B000333_S212_L004.mus-0-0-1,P8_B000333,mesenchymal stem cell of adipose,24_60_M
A10_B001183_S250_L003.mus-1-0-1,A10_B001183,B cell,24_59_M
A11_B001183_S251_L003.mus-1-0-1,A11_B001183,B cell,24_59_M
A12_B001183_S252_L003.mus-1-0-1,A12_B001183,T cell,24_59_M
A13_B001183_S253_L003.mus-1-0-1,A13_B001183,"CD8-positive, alpha-beta T cell",24_59_M
A14_B001183_S254_L003.mus-1-0-1,A14_B001183,"CD4-positive, alpha-beta T cell",24_59_M
A15_B001183_S255_L003.mus-1-0-1,A15_B001183,"CD8-positive, alpha-beta T cell",24_59_M
A16_B001183_S256_L003.mus-1-0-1,A16_B001183,"CD4-positive, alpha-beta T cell",24_59_M
A17_B001183_S257_L003.mus-1-0-1,A17_B001183,endothelial cell,24_59_M
A19_B001183_S259_L003.mus-1-0-1,A19_B001183,endothelial cell,24_59_M
A20_B001183_S260_L003.mus-1-0-1,A20_B001183,endothelial cell,24_59_M
A21_B001183_S261_L003.mus-1-0-1,A21_B001183,mesenchymal stem cell of adipose,24_59_M
A22_B001183_S262_L003.mus-1-0-1,A22_B001183,endothelial cell,24_59_M
A2_B001183_S242_L003.mus-1-0-1,A2_B001183,mesenchymal stem cell of adipose,24_59_M
A3_B001183_S243_L003.mus-1-0-1,A3_B001183,mesenchymal stem cell of adipose,24_59_M
A4_B001183_S244_L003.mus-1-0-1,A4_B001183,mesenchymal stem cell of adipose,24_59_M
A6_B001183_S246_L003.mus-1-0-1,A6_B001183,mesenchymal stem cell of adipose,24_59_M
A7_B001183_S247_L003.mus-1-0-1,A7_B001183,mesenchymal stem cell of adipose,24_59_M
A8_B001183_S248_L003.mus-1-0-1,A8_B001183,mesenchymal stem cell of adipose,24_59_M
A9_B001183_S249_L003.mus-1-0-1,A9_B001183,"CD4-positive, alpha-beta T cell",24_59_M
B10_B001183_S274_L003.mus-1-0-1,B10_B001183,"CD8-positive, alpha-beta T cell",24_59_M
B11_B001183_S275_L003.mus-1-0-1,B11_B001183,B cell,24_59_M
B12_B001183_S276_L003.mus-1-0-1,B12_B001183,B cell,24_59_M
B13_B001183_S277_L003.mus-1-0-1,B13_B001183,"CD8-positive, alpha-beta T cell",24_59_M
B15_B001183_S279_L003.mus-1-0-1,B15_B001183,B cell,24_59_M
B16_B001183_S280_L003.mus-1-0-1,B16_B001183,B cell,24_59_M
B19_B001183_S283_L003.mus-1-0-1,B19_B001183,endothelial cell,24_59_M
B3_B001183_S267_L003.mus-1-0-1,B3_B001183,mesenchymal stem cell of adipose,24_59_M
B4_B001183_S268_L003.mus-1-0-1,B4_B001183,mesenchymal stem cell of adipose,24_59_M
B5_B001183_S269_L003.mus-1-0-1,B5_B001183,mesenchymal stem cell of adipose,24_59_M
B6_B001183_S270_L003.mus-1-0-1,B6_B001183,mesenchymal stem cell of adipose,24_59_M
B7_B001183_S271_L003.mus-1-0-1,B7_B001183,mesenchymal stem cell of adipose,24_59_M
B9_B001183_S273_L003.mus-1-0-1,B9_B001183,NK cell,24_59_M
C10_B001183_S298_L003.mus-1-0-1,C10_B001183,macrophage,24_59_M
C11_B001183_S299_L003.mus-1-0-1,C11_B001183,"CD4-positive, alpha-beta T cell",24_59_M
C12_B001183_S300_L003.mus-1-0-1,C12_B001183,"CD4-positive, alpha-beta T cell",24_59_M
C13_B001183_S1_L003.mus-1-0-1,C13_B001183,macrophage,24_59_M
C14_B001183_S2_L003.mus-1-0-1,C14_B001183,B cell,24_59_M
C15_B001183_S3_L003.mus-1-0-1,C15_B001183,B cell,24_59_M
C16_B001183_S4_L003.mus-1-0-1,C16_B001183,B cell,24_59_M
C17_B001183_S5_L003.mus-1-0-1,C17_B001183,endothelial cell,24_59_M
C1_B001183_S289_L003.mus-1-0-1,C1_B001183,mesenchymal stem cell of adipose,24_59_M
C22_B001183_S10_L003.mus-1-0-1,C22_B001183,endothelial cell,24_59_M
C4_B001183_S292_L003.mus-1-0-1,C4_B001183,mesenchymal stem cell of adipose,24_59_M
C7_B001183_S295_L003.mus-1-0-1,C7_B001183,mesenchymal stem cell of adipose,24_59_M
C9_B001183_S297_L003.mus-1-0-1,C9_B001183,B cell,24_59_M
D10_B001183_S22_L003.mus-1-0-1,D10_B001183,"CD8-positive, alpha-beta T cell",24_59_M
D11_B001183_S23_L003.mus-1-0-1,D11_B001183,"CD8-positive, alpha-beta T cell",24_59_M
D12_B001183_S24_L003.mus-1-0-1,D12_B001183,B cell,24_59_M
D13_B001183_S25_L003.mus-1-0-1,D13_B001183,"CD4-positive, alpha-beta T cell",24_59_M
D15_B001183_S27_L003.mus-1-0-1,D15_B001183,B cell,24_59_M
D16_B001183_S28_L003.mus-1-0-1,D16_B001183,B cell,24_59_M
D18_B001183_S30_L003.mus-1-0-1,D18_B001183,mesenchymal stem cell of adipose,24_59_M
D1_B001183_S13_L003.mus-1-0-1,D1_B001183,mesenchymal stem cell of adipose,24_59_M
D21_B001183_S33_L003.mus-1-0-1,D21_B001183,endothelial cell,24_59_M
D4_B001183_S16_L003.mus-1-0-1,D4_B001183,mesenchymal stem cell of adipose,24_59_M
